bill_id,policy_area,subjects,introduced_at,official_title,short_title,congress_term,has_keywords,regulation,related_sentences
hr1498-106,Crime and Law Enforcement,Accounting|Administration of juvenile justice|Assault|Auditing|Authorization|Block grants|Case management|Charities|Child abuse|Child support enforcement|Churches|Civics education|Community policing|Compensation for victims of crime|Compulsory education|Congressional reporting requirements|Court records|Criminal justice information|Criminal justice information systems|Criminal statistics|Curfews|Delinquency prevention|Department of Justice|Dropout prevention|Drug abuse|Drug courts|Drug traffic|Drugs and youth|Drunk driving|Elementary and secondary education|Federal advisory bodies|Federal aid to law enforcement|Federal aid to youth services|Fingerprints|Firearms|Gangs|Government paperwork|Government publicity|Government trust funds|Homicide|Identification of criminals|Juvenile corrections|Juvenile courts|Juvenile delinquency|Juvenile delinquents|Juvenile detention|Juvenile probation|Juveniles tried as adults|Kidnapping|Libraries|Mentoring|Murder|Parent and child|Parole|Performance measurement|Photography|Prison boot camps|Prisoners|Prosecution|Rape|Recidivists|Recreation|Religion|Robbery|School administrators|Sentences (Criminal procedure),1999-04-20,"To amend the Juvenile Justice and Delinquency Prevention Act of 1974, and for other purposes.",Juvenile Crime Control and Community Protection Act of 1999,106,0,,
s838-106,Crime and Law Enforcement,Accounting|Administration of juvenile justice|Assault|Auditing|Authorization|Block grants|Case management|Charities|Child abuse|Child support enforcement|Churches|Civics education|Community policing|Compensation for victims of crime|Compulsory education|Congressional reporting requirements|Court records|Criminal justice information|Criminal justice information systems|Criminal statistics|Curfews|Delinquency prevention|Department of Justice|Dropout prevention|Drug abuse|Drug courts|Drug traffic|Drugs and youth|Drunk driving|Elementary and secondary education|Federal advisory bodies|Federal aid to law enforcement|Federal aid to youth services|Fingerprints|Firearms|Gangs|Government paperwork|Government publicity|Government trust funds|Homicide|Identification of criminals|Juvenile corrections|Juvenile courts|Juvenile delinquency|Juvenile delinquents|Juvenile detention|Juvenile probation|Juveniles tried as adults|Kidnapping|Libraries|Mentoring|Murder|Parent and child|Parole|Performance measurement|Photography|Prison boot camps|Prisoners|Prosecution|Rape|Recidivists|Recreation|Religion|Robbery|School administrators|Sentences (Criminal procedure),1999-04-20,"A bill to amend the Juvenile Justice and Delinquency Prevention Act of 1974, and for other purposes.",Juvenile Crime Control and Community Protection Act of 1999,106,0,,
hr1862-106,Crime and Law Enforcement,Administration of criminal justice|Administrative procedure|Bank fraud|Bankruptcy|Bribery|Civil actions and liability|Compensation for victims of crime|Computers and government|Congressional reporting requirements|Consumer complaints|Consumer education|Consumer protection|Crime prevention|Crimes against the elderly|Criminal investigation|Criminal justice information systems|Criminal statistics|Damages|Data banks|Debtor and creditor|Delegation of powers|Demography|Direct mail advertising|Disabled|Elder abuse|Electronic mail systems|Employee benefit plans|Federal employees|Fines (Penalties)|Forfeiture|Fraud|Geriatrics|Gifts|Government employees' health insurance|Government paperwork|Government publicity|Governmental investigations|Grand jury|Health care fraud|Health care industry|Identification devices|Injunctions|Internet|Legal fees|Long-term care facilities|Medicaid fraud|Medical genetics|Medical records|Medicare fraud|Mental health services|Mentally disabled|Money laundering|Murder|Nursing homes|Patients' rights|Pension funds|Restrictive trade practices|Right of privacy|Sentences (Criminal procedure)|Sentencing guidelines|Subpoena|Telemarketing|Telephone|U.S. Sentencing Commission|Victims of crimes|Violence,1999-05-19,"To combat nursing home fraud and abuse, increase protections for victims of telemarketing fraud, enhance safeguards for pension plans and health care benefit programs, and enhance penalties for crimes against seniors, and for other purposes.",Seniors Safety Act of 1999,106,0,,
hr2558-106,Crime and Law Enforcement,"Alien labor|Child support enforcement|Compensation for victims of crime|Competitive bidding|Congressional oversight|Congressional reporting requirements|Corporation directors|Federal Prison Industries, Inc.|Federal advisory bodies|Fines (Penalties)|Garnishment|Government and business|Government corporations|Government procurement|Government publicity|Government trust funds|Minimum wages|Payroll deductions|Prison labor|Support of dependents|Wages",1999-07-20,"To amend title 18, United States Code, to reform Federal Prison Industries, and for other purposes.",Prison Industries Reform Act of 1999,106,0,,
s1754-106,Crime and Law Enforcement,Aliens|Arrest|Authorization|Bribery|Child abuse|Child pornography|Child sexual abuse|Citizenship|Computer crimes|Conspiracy|Criminal aliens|Criminal investigation|Department of Justice|Deportation|District courts|Drug abuse|Drug traffic|Embezzlement|Europe|Executive reorganization|Extradition|Extradition agreements|Federal-state relations|Forfeiture|Fraud|Fugitives from justice|Genocide|Germany|History|Human rights|International cooperation|Jewish holocaust (1939-1945)|Judicial districts|Juries|Jurisdiction|Larceny|Misconduct in office|Money laundering|Nazism|Obstruction of justice|Political persecution|Postal crimes|Prisoners|Prosecution|Public corruption|Securities fraud|Sentences (Criminal procedure)|State laws|Torture|Treaties|Violence|War crimes|Witnesses,1999-10-20,"A bill entitled the ""Denying Safe Havens to International and War Criminals Act of 1999"".",Denying Safe Havens to International and War Criminals Act of 1999,106,0,,
hr4097-106,Crime and Law Enforcement,Embezzlement|Equipment and supplies|Government securities|Larceny|Money|Paper and paper products|Printing|Valuation,2000-03-28,To define the value of items that are used in the production of securities by the Bureau of Engraving and Printing.,Bureau of Engraving and Printing Theft Deterrence Act of 2000,106,0,,
hr4695-106,Crime and Law Enforcement,Air pollution control|Aliens|Arms sales|Bail|Bank accounts|Bank records|Black market|Bribery|Burglary|Business records|Civil actions and liability|Coins and coinage|Collection of accounts|Computer crimes|Conspiracies|Court records|Criminal procedure|Death|Depositions|Discovery (Law)|District courts|Drug abuse|Drug law enforcement|Drug traffic|Embezzlement|Environmental law enforcement|Evidence (Law)|Export controls|Extraterritoriality|Fines (Penalties)|Firearms|Firearms control|Foreign agents|Foreign banks and banking|Foreign exchange|Forfeiture|Fraud|Government paperwork|Identification devices|Illegal aliens|Injunctions|International cooperation|Interstate commerce|Jurisdiction|Larceny|Licenses|Married people|Minorities|Misconduct in office|Money|Money laundering|Obstruction of justice|Organized crime|Pretrial procedure|Recidivists|Searches and seizures|Securities fraud|Sentences (Criminal procedure)|Smuggling|State courts|Subpoena|Tax returns|Terrorism|Violence|Visas|Wild animal trade,2000-06-20,To enhance the ability of law enforcement to combat money laundering.,Money Laundering Act of 2000,106,0,,
s3012-106,Crime and Law Enforcement,Automobile industry|Automobile parts|Automobile parts industry|Business ethics|Defective products|Fines (Penalties)|Fraud|Government paperwork|Imports|International corporations|Location of industries|Motor vehicle safety|Motor vehicles|Product safety|Traffic accidents and safety,2000-09-06,"A bill to amend title 18, United States Code, to impose criminal and civil penalties for false statements and failure to file reports concerning defects in foreign motor vehicle products, and to require the timely provision of notice of such defects, and for other purposes.",Transportation Information Recall Enhancement Act,106,0,,
hr5154-106,Crime and Law Enforcement,Automobile industry|Automobile parts|Automobile parts industry|Business ethics|Defective products|Fines (Penalties)|Fraud|Government paperwork|Imports|International corporations|Location of industries|Motor vehicle safety|Motor vehicles|Product safety|Traffic accidents and safety,2000-09-12,"To amend title 18, United States Code, to impose criminal and civil penalties for false statements and failure to file reports concerning defects in foreign motor vehicle products, and to require the timely provision of notice of such defects, and for other purposes.",Transportation Information Recall Enhancement Act,106,0,,
hr5190-106,Crime and Law Enforcement,Automobile industry|Automobile parts|Automobile parts industry|Business ethics|Defective products|Fines (Penalties)|Fraud|Government paperwork|Imports|International corporations|Location of industries|Motor vehicle safety|Motor vehicles|Product safety|Traffic accidents and safety,2000-09-14,"To amend title 18, United States Code, to impose criminal and civil penalties for false statements and failure to file reports concerning defects in foreign motor vehicle products, and to require the timely provision of notice of such defects, and for other purposes.",Transportation Information Recall Enhancement Act,106,0,,
hr1535-107,Crime and Law Enforcement,"Alien labor|Blind|Classified defense information|Collection of accounts|Compensation for victims of crime|Congressional investigations|Congressional reporting requirements|Corporation directors|Crime prevention|Department of Justice|Disabled|Employee rights|Employment of the disabled|Executive reorganization|Federal Prison Industries, Inc.|Financial statements|Fines (Penalties)|Gifts|Government and business|Government corporations|Government paperwork|Government procurement|Government publications|Government publicity|Labor statistics|Layoffs|Legislation|Nonprofit organizations|Payroll deductions|Prison labor|Recidivists|Right of privacy|Sheltered workshops|Small business|Support of dependents|Vocational and technical education|Wages",2001-04-04,"To amend title 18, United States Code, to authorize pilot projects under which private companies in the United States may use Federal inmate labor to produce items that would otherwise be produced by foreign labor, to revise the authorities and operations of Federal Prison Industries, and for other purposes.",Federal Inmate Work Act of 2001,107,0,,
s1228-107,Crime and Law Enforcement,"Alien labor|Blind|Classified defense information|Collection of accounts|Compensation for victims of crime|Congressional investigations|Congressional reporting requirements|Corporation directors|Crime prevention|Department of Justice|Disabled|Employee rights|Employment of the disabled|Executive reorganization|Federal Prison Industries, Inc.|Financial statements|Fines (Penalties)|Gifts|Government and business|Government corporations|Government paperwork|Government procurement|Government publications|Government publicity|Labor statistics|Layoffs|Legislation|Nonprofit organizations|Payroll deductions|Prison labor|Recidivists|Right of privacy|Sheltered workshops|Small business|Support of dependents|Vocational and technical education|Wages",2001-07-24,"A bill to amend title 18, United States Code, to authorize pilot projects under which private companies in the United States may use Federal inmate labor to produce items that would otherwise be produced by foreign labor, to revise the authorities and operations of Federal Prison Industries, and for other purposes.",Federal Inmate Work Act of 2001,107,0,,
